"Date","Hour","Age","Sex","Number","Area","Amount","Result"
2015-01-07,10,60,1,1,3,56400,0
2015-01-07,10,27,1,2,1,59200,1
2015-01-07,10,20,2,1,1,6900,0
2015-01-07,10,24,1,1,1,56400,0
2015-01-07,10,59,2,2,1,52100,0
2015-01-07,10,21,1,1,2,6900,1
2015-01-07,10,69,1,1,1,43600,0
2015-01-07,10,33,2,2,2,9700,0
2015-01-07,10,35,1,1,2,56400,0
2015-01-07,10,34,2,1,1,43600,1
2015-01-07,10,48,1,4,1,6900,1
2015-01-07,10,20,2,1,1,46500,0
2015-01-07,10,40,2,2,1,8300,0
2015-01-07,10,40,2,2,1,8300,1
2015-01-07,11,43,1,3,1,108700,0
2015-01-07,11,69,2,4,1,2600,0
2015-01-07,11,42,1,3,1,45000,0
2015-01-07,11,58,1,3,1,62000,0
2015-01-07,11,62,1,3,1,46500,0
2015-01-07,11,55,1,2,1,122800,0
2015-01-07,11,60,1,1,1,60600,0
2015-01-07,11,75,1,2,1,52100,1
2015-01-07,11,49,1,1,1,22400,0
2015-01-07,11,69,1,5,1,118600,0
2015-01-07,11,69,1,5,1,118600,0
2015-01-07,11,65,1,3,1,56400,0
2015-01-07,11,67,2,1,1,47900,0
2015-01-07,11,36,1,1,1,63400,0
2015-01-07,11,58,1,1,2,87500,0
2015-01-07,11,58,1,1,2,87500,0
2015-01-07,11,51,2,3,1,47900,0
2015-01-07,11,32,2,2,1,52000,1
2015-01-07,11,55,1,2,1,72800,0
2015-01-07,11,37,1,1,1,57800,0
2015-01-07,11,37,1,1,1,63400,0
2015-01-07,11,37,2,2,2,16800,0
2015-01-07,11,24,1,1,1,35100,1
2015-01-07,11,27,1,1,1,42200,0
2015-01-07,11,34,1,2,1,67700,0
2015-01-07,11,53,1,2,1,50700,0
2015-01-07,11,49,1,3,1,30900,1
2015-01-07,11,49,1,3,1,30900,0
2015-01-07,11,39,2,1,1,49300,0
2015-01-07,11,38,2,1,1,45000,0
2015-01-07,11,47,1,4,1,59200,0
2015-01-07,11,39,1,2,2,29500,0
2015-01-07,11,35,1,3,1,53500,0
2015-01-07,13,59,1,4,1,16800,1
2015-01-07,13,67,1,2,2,5500,1
2015-01-07,13,65,1,2,1,13900,0
2015-01-07,13,42,2,5,1,13900,0
2015-01-07,13,53,2,2,1,13900,0
2015-01-07,13,43,1,1,1,121400,1
2015-01-07,13,43,1,1,1,121400,1
2015-01-07,13,65,2,2,1,33700,0
2015-01-07,13,48,2,4,1,25200,0
2015-01-07,13,44,2,1,1,15400,1
2015-01-07,13,68,2,3,1,39400,0
2015-01-07,13,72,1,2,1,13900,1
2015-01-07,13,61,2,3,1,15400,0
2015-01-07,13,46,1,2,1,18200,0
2015-01-07,13,41,1,2,1,50700,0
2015-01-07,13,40,1,5,1,56400,0
2015-01-07,13,64,2,4,1,39400,0
2015-01-07,13,45,1,1,1,29500,0
2015-01-07,13,44,2,2,1,47900,0
2015-01-07,13,65,2,2,1,23800,0
2015-01-07,13,36,1,2,1,16800,0
2015-01-07,13,62,2,1,2,13900,1
2015-01-07,13,69,2,1,2,12500,0
2015-01-07,13,40,1,2,3,13900,0
2015-01-07,13,46,2,3,1,50700,1
2015-01-07,13,31,1,2,1,28100,1
2015-01-07,13,51,1,2,1,49300,1
2015-01-07,13,69,1,3,1,67700,0
2015-01-07,13,69,1,3,1,67700,0
2015-01-07,13,47,2,2,1,15400,1
2015-01-07,13,68,2,3,1,30900,0
2015-01-07,13,56,2,2,1,32300,1
2015-01-07,13,32,1,3,1,59200,0
2015-01-07,13,38,1,2,1,45000,0
2015-01-07,13,31,2,2,1,18200,0
2015-01-07,13,36,1,4,1,54900,0
2015-01-07,13,66,1,4,1,16800,1
2015-01-07,13,26,2,1,1,28100,0
2015-01-07,13,23,1,1,2,16800,1
2015-01-07,13,66,2,5,1,56400,0
2015-01-07,13,27,1,1,1,42200,0
2015-01-07,13,26,1,1,1,18200,0
2015-01-07,13,31,1,1,3,35100,0
2015-01-07,13,38,1,1,1,32300,0
2015-01-07,13,55,1,1,1,49300,0
2015-01-07,13,57,2,1,1,13900,0
2015-01-07,13,52,2,5,1,13900,0
2015-01-07,13,23,1,1,1,49300,1
2015-01-07,13,69,1,2,1,11100,0
2015-01-07,13,59,2,1,1,2600,0
2015-01-07,13,67,2,1,1,60600,0
2015-01-07,13,25,2,1,3,16800,1
2015-01-07,13,65,2,4,1,6900,0
2015-01-07,13,73,2,1,1,12500,0
2015-01-07,13,41,1,2,1,90000,0
2015-01-07,13,41,1,2,1,90000,0
2015-01-07,13,36,1,1,2,4600,0
2015-01-07,13,43,2,1,1,15400,1
2015-01-07,13,56,2,4,1,28100,0
2015-01-07,13,41,2,1,1,18200,0
2015-01-07,13,31,2,2,1,49300,0
2015-01-07,13,31,2,3,2,16800,0
2015-01-07,13,23,1,1,1,52100,0
2015-01-07,13,21,2,1,1,54900,0
2015-01-07,13,32,2,2,1,50700,0
2015-01-07,14,66,1,2,1,28100,0
2015-01-07,14,44,1,5,1,35100,0
2015-01-07,14,54,1,5,2,22400,0
2015-01-07,14,69,2,3,1,38000,1
2015-01-07,14,63,1,3,1,21000,0
2015-01-07,14,63,1,3,1,21000,0
2015-01-07,14,42,2,5,1,16800,1
2015-01-07,14,72,1,3,1,39400,0
2015-01-07,14,40,1,4,1,22400,1
2015-01-07,14,43,1,5,1,40800,0
2015-01-07,14,45,1,1,1,16800,1
2015-01-07,14,44,2,5,1,18200,0
2015-01-07,14,44,1,3,3,38000,0
2015-01-07,14,44,1,3,3,38000,0
2015-01-07,14,55,1,2,3,176700,0
2015-01-07,14,44,1,2,1,62000,0
2015-01-07,14,32,1,1,1,36600,1
2015-01-07,14,63,2,4,1,40800,0
2015-01-07,14,38,1,2,1,32300,1
2015-01-07,14,33,1,1,1,36600,0
2015-01-07,14,37,1,2,2,64800,0
2015-01-07,14,38,2,1,1,22400,0
2015-01-07,14,38,2,3,3,15400,0
2015-01-07,14,39,2,1,1,21000,0
2015-01-07,14,51,1,2,1,19600,0
2015-01-07,14,29,1,2,1,18200,0
2015-01-07,14,22,1,1,1,26700,0
2015-01-07,14,53,2,2,1,26400,0
2015-01-07,14,21,2,1,2,36600,0
2015-01-07,14,22,1,1,1,23800,0
2015-01-07,14,22,2,1,3,25200,1
2015-01-07,14,26,2,1,1,11100,1
2015-01-07,14,27,2,1,1,23800,0
2015-01-07,14,33,2,2,1,29500,0
2015-01-07,14,26,1,1,1,33700,0
2015-01-07,14,21,2,3,1,38000,0
2015-01-07,14,24,1,1,1,32300,0
2015-01-07,14,47,2,1,1,33700,0
2015-01-07,14,40,2,5,1,36600,1
2015-01-07,14,62,1,4,1,23800,0
2015-01-07,14,31,1,3,1,23800,0
2015-01-07,14,35,2,1,1,9700,1
2015-01-07,14,43,2,1,1,35100,0
2015-01-07,14,63,1,2,1,32300,0
2015-01-07,14,45,2,3,1,59200,0
2015-01-07,14,43,1,4,1,41600,0
2015-01-07,14,42,1,3,1,12500,0
2015-01-07,14,44,1,5,1,32300,1
2015-01-07,14,31,2,1,1,16800,0
2015-01-07,14,31,2,1,1,25200,0
2015-01-07,14,20,2,2,2,25200,0
2015-01-07,15,41,1,2,1,38000,0
2015-01-07,15,68,1,4,1,32300,1
2015-01-07,15,52,2,4,3,22400,0
2015-01-07,15,69,2,2,1,22400,0
2015-01-07,15,61,2,2,1,13900,1
2015-01-07,15,67,1,4,1,13900,0
2015-01-07,15,71,1,2,1,22400,1
2015-01-07,15,46,1,1,1,12500,0
2015-01-07,15,46,1,1,1,36600,0
2015-01-07,15,43,2,2,1,18200,0
2015-01-07,15,42,1,1,1,30900,0
2015-01-07,15,67,2,4,1,28100,0
2015-01-07,15,83,2,1,3,30900,0
2015-01-07,15,51,1,3,3,13900,0
2015-01-07,15,49,1,1,3,13900,1
2015-01-07,15,31,2,1,1,25200,1
2015-01-07,15,35,1,3,1,30900,1
2015-01-07,15,34,2,1,1,35100,0
2015-01-07,15,32,1,2,1,39400,0
2015-01-07,15,34,1,3,1,40800,0
2015-01-07,15,32,2,1,1,30900,0
2015-01-07,15,37,2,3,1,36600,0
2015-01-07,15,36,2,2,1,29500,1
2015-01-07,15,20,2,1,1,11100,1
2015-01-07,15,21,1,1,3,36600,0
2015-01-07,15,29,2,1,1,16800,1
2015-01-07,15,20,2,1,2,15400,0
2015-01-07,15,48,1,1,1,26700,0
2015-01-07,15,21,1,1,1,15400,1
2015-01-07,15,20,2,2,1,11100,0
2015-01-07,15,24,2,1,1,21000,0
2015-01-07,15,20,2,3,1,23800,0
2015-01-07,15,21,2,1,3,22400,0
2015-01-07,15,28,1,2,2,39400,0
2015-01-07,15,48,2,4,1,23800,0
2015-01-07,15,41,2,2,1,11100,0
2015-01-07,15,58,2,1,1,11100,0
2015-01-07,15,26,1,1,1,13900,0
2015-01-07,15,25,1,1,1,32300,0
2015-01-07,15,27,2,1,3,13900,1
2015-01-07,15,53,2,1,1,32300,0
2015-01-07,15,49,1,2,3,30900,0
2015-01-07,15,53,2,3,1,21000,0
2015-01-07,15,39,2,4,1,11100,0
2015-01-07,15,50,2,3,3,21000,1
2015-01-07,16,66,2,3,1,23800,0
2015-01-07,16,43,1,5,1,16800,1
2015-01-07,16,78,1,1,1,38000,0
2015-01-07,16,45,1,3,3,38000,0
2015-01-07,16,59,2,3,1,19600,0
2015-01-07,16,56,1,2,1,32300,0
2015-01-07,16,68,1,2,1,18200,0
2015-01-07,16,54,2,5,2,15400,1
2015-01-07,16,87,1,1,1,26700,1
2015-01-07,16,62,2,4,1,18200,0
2015-01-07,16,78,1,1,1,19600,0
2015-01-07,16,40,1,5,1,39400,0
2015-01-07,16,47,1,5,1,11100,1
2015-01-07,16,48,1,4,3,28100,0
2015-01-07,16,48,2,2,3,33700,1
2015-01-07,16,48,2,2,3,33700,1
2015-01-07,16,65,2,5,3,8300,1
2015-01-07,16,35,2,3,1,38000,1
2015-01-07,16,43,2,4,1,36600,1
2015-01-07,16,47,1,2,3,40800,1
2015-01-07,16,35,2,4,1,16800,1
2015-01-07,16,30,2,1,1,11100,1
2015-01-07,16,32,2,1,1,23800,0
2015-01-07,16,34,1,1,1,28100,0
2015-01-07,16,22,2,1,1,16800,0
2015-01-07,16,25,2,1,1,32300,0
2015-01-07,16,53,2,3,1,16800,1
2015-01-07,16,53,2,3,1,16800,0
2015-01-07,16,24,1,1,1,23800,1
2015-01-07,16,67,1,3,1,29500,0
2015-01-07,16,45,2,2,3,16800,1
2015-01-07,16,30,1,2,1,16800,0
2015-01-07,16,29,2,1,2,28100,0
2015-01-07,16,38,2,3,1,15400,0
2015-01-07,16,35,2,2,2,40800,1
2015-01-07,16,20,1,1,1,36600,0
2015-01-07,16,66,2,1,2,19600,0
2015-01-07,16,28,2,1,2,40800,0
2015-01-07,16,44,2,1,2,11100,0
2015-01-07,16,45,2,3,1,28100,0
2015-01-07,16,41,1,3,1,13900,0
2015-01-08,9,68,2,2,1,45000,0
2015-01-08,9,65,2,3,1,6900,1
2015-01-08,9,69,1,1,1,69100,0
2015-01-08,9,45,2,2,1,5500,1
2015-01-08,9,44,1,3,1,46500,0
2015-01-08,9,65,1,2,1,69100,0
2015-01-08,9,58,1,1,1,325000,1
2015-01-08,9,57,1,1,1,64800,0
2015-01-08,9,67,2,1,1,6900,0
2015-01-08,9,55,1,2,1,122800,0
2015-01-08,9,55,1,2,1,122800,0
2015-01-08,9,54,1,3,1,66200,0
2015-01-08,9,45,2,2,1,4000,1
2015-01-08,9,62,1,4,1,53500,1
2015-01-08,9,49,1,4,1,76100,0
2015-01-08,9,55,2,1,1,4000,1
2015-01-08,9,31,1,1,3,66200,0
2015-01-08,9,47,1,3,1,52100,0
2015-01-08,9,33,2,1,1,5500,1
2015-01-08,9,51,1,3,1,95900,0
2015-01-08,9,58,2,3,1,4000,1
2015-01-08,9,36,2,1,1,9700,0
2015-01-08,9,67,2,4,1,8300,0
2015-01-08,9,41,2,2,1,56400,0
2015-01-08,9,33,2,1,1,9700,1
2015-01-08,9,43,2,4,1,6900,0
2015-01-08,9,37,1,2,1,47900,1
2015-01-08,9,30,2,1,3,64800,0
2015-01-08,9,63,2,2,1,8300,0
2015-01-08,9,47,1,1,1,45000,0
2015-01-08,9,38,2,3,1,4000,1
2015-01-08,9,20,2,1,2,46500,0
2015-01-08,9,27,1,1,3,4000,0
2015-01-08,9,65,2,4,1,2600,0
2015-01-08,9,32,1,1,1,59200,0
2015-01-08,9,28,1,2,1,43600,0
2015-01-08,9,44,1,3,1,56400,1
2015-01-08,9,58,2,1,1,53000,0
2015-01-08,9,47,1,2,1,4000,1
2015-01-08,9,35,2,1,1,9700,0
2015-01-08,9,67,1,3,1,5900,1
2015-01-08,9,25,1,1,1,46500,1
2015-01-08,9,41,2,5,1,2600,1
2015-01-08,9,27,1,2,1,93100,0
2015-01-08,9,47,1,4,1,2600,1
2015-01-08,9,41,2,2,1,9700,1
2015-01-08,10,41,2,2,1,54900,0
2015-01-08,10,56,2,1,1,25200,1
2015-01-08,10,53,1,1,1,52100,1
2015-01-08,10,48,2,3,1,5500,0
2015-01-08,10,60,2,1,1,6900,1
2015-01-08,10,60,2,1,1,6900,0
2015-01-08,10,71,2,1,3,8300,0
2015-01-08,10,52,1,2,1,156700,0
2015-01-08,10,75,1,2,1,6900,1
2015-01-08,10,54,1,2,1,32300,0
2015-01-08,10,54,1,2,1,32300,1
2015-01-08,10,54,1,2,1,32300,1
2015-01-08,10,42,2,2,2,11100,0
2015-01-08,10,32,2,3,1,8300,0
2015-01-08,10,35,1,1,3,64800,0
2015-01-08,10,67,1,1,1,42200,0
2015-01-08,10,36,1,1,1,26700,0
2015-01-08,10,33,2,1,1,62700,0
2015-01-08,10,34,1,1,1,60600,0
2015-01-08,10,28,2,2,1,2600,1
2015-01-08,10,24,1,1,1,35100,0
2015-01-08,10,29,2,3,1,2600,0
2015-01-08,10,52,1,1,1,93700,0
2015-01-08,10,55,2,3,1,9700,0
2015-01-08,10,74,1,1,1,26700,0
2015-01-08,10,22,2,1,1,32300,0
2015-01-08,10,60,1,1,3,56400,0
2015-01-08,10,24,1,1,1,56400,0
2015-01-08,10,20,1,3,1,22400,0
2015-01-08,10,43,2,4,1,4000,0
2015-01-08,10,44,2,2,3,9700,0
2015-01-08,10,59,2,2,1,52100,0
2015-01-08,10,69,1,1,1,43600,0
2015-01-08,10,57,2,2,2,9700,0
2015-01-08,10,33,2,2,2,9700,0
2015-01-08,10,34,2,1,1,43600,1
2015-01-08,10,47,1,3,1,6900,0
2015-01-08,10,40,2,2,1,8300,1
2015-01-08,11,46,2,3,1,38000,0
2015-01-08,11,69,2,4,1,2600,0
2015-01-08,11,58,1,3,1,19600,1
2015-01-08,11,42,1,3,1,45000,0
2015-01-08,11,62,2,2,3,22400,0
2015-01-08,11,58,1,3,1,62000,0
2015-01-08,11,62,1,3,1,46500,0
2015-01-08,11,79,1,3,1,15400,0
2015-01-08,11,60,1,1,1,60600,1
2015-01-08,11,75,1,2,1,52100,1
2015-01-08,11,49,1,1,1,22400,0
2015-01-08,11,49,1,1,1,22400,0
2015-01-08,11,48,1,1,1,11100,0
2015-01-08,11,65,1,3,1,56400,0
2015-01-08,11,67,2,1,1,47900,0
2015-01-08,11,34,2,1,1,29500,1
2015-01-08,11,36,1,1,1,4000,1
2015-01-08,11,36,1,1,1,63400,0
2015-01-08,11,51,2,3,1,47900,0
2015-01-08,11,32,2,2,1,52000,1
2015-01-08,11,53,2,3,1,4000,0
2015-01-08,11,37,1,1,1,57800,0
2015-01-08,11,37,1,1,1,63400,0
2015-01-08,11,37,1,1,1,63400,0
2015-01-08,11,37,2,2,2,16800,0
2015-01-08,11,36,2,2,3,32300,1
2015-01-08,11,28,2,1,3,18200,0
2015-01-08,11,36,1,3,1,38000,1
2015-01-08,11,23,1,3,1,36600,0
2015-01-08,11,35,2,1,3,2600,0
2015-01-08,11,22,1,1,1,19600,1
2015-01-08,11,29,1,1,1,28100,1
2015-01-08,11,34,1,2,1,67700,0
2015-01-08,11,53,1,2,1,50700,0
2015-01-08,11,60,2,2,1,23800,1
2015-01-08,11,49,1,3,1,30900,0
2015-01-08,11,29,2,1,3,21000,0
2015-01-08,11,40,2,1,1,36600,0
2015-01-08,11,29,1,1,1,35100,1
2015-01-08,11,39,2,1,1,49300,0
2015-01-08,11,38,2,1,1,45000,0
2015-01-08,11,47,1,4,1,59200,0
2015-01-08,11,47,1,4,1,59200,0
2015-01-08,11,39,1,2,2,29500,0
2015-01-08,11,44,1,2,1,36600,1
2015-01-08,11,35,1,1,1,38000,0
2015-01-08,11,35,1,3,1,53500,0
2015-01-08,11,20,2,1,2,30900,0
2015-01-08,11,33,1,1,1,32300,0
2015-01-08,11,51,2,2,1,28100,1
2015-01-08,13,42,2,5,1,13900,0
2015-01-08,13,65,2,2,1,33700,0
2015-01-08,13,65,2,2,1,33700,0
2015-01-08,13,48,2,4,1,25200,0
2015-01-08,13,48,2,4,1,25200,0
2015-01-08,13,42,2,1,3,1200,0
2015-01-08,13,68,2,3,1,39400,0
2015-01-08,13,41,1,2,1,50700,0
2015-01-08,13,40,1,5,1,56400,0
2015-01-08,13,47,1,1,1,23800,0
2015-01-08,13,64,2,4,1,39400,0
2015-01-08,13,64,2,4,1,39400,0
2015-01-08,13,45,1,1,1,29500,0
2015-01-08,13,45,1,1,1,29500,0
2015-01-08,13,44,2,2,1,47900,0
2015-01-08,13,44,2,2,1,47900,0
2015-01-08,13,45,1,2,1,32300,1
2015-01-08,13,31,1,1,1,12500,1
2015-01-08,13,45,1,4,1,62000,1
2015-01-08,13,46,2,3,1,50700,1
2015-01-08,13,36,2,1,1,19600,0
2015-01-08,13,51,1,2,1,49300,1
2015-01-08,13,69,1,3,1,67700,0
2015-01-08,13,69,1,3,1,67700,0
2015-01-08,13,68,2,3,1,30900,0
2015-01-08,13,68,2,3,1,30900,0
2015-01-08,13,32,1,3,1,59200,0
2015-01-08,13,32,1,3,1,59200,0
2015-01-08,13,38,2,3,3,15400,1
2015-01-08,13,36,1,1,1,50300,0
2015-01-08,13,36,1,4,1,54900,0
2015-01-08,13,26,2,1,1,28100,0
2015-01-08,13,66,2,5,1,56400,0
2015-01-08,13,21,1,1,1,8300,0
2015-01-08,13,22,2,2,2,16800,1
2015-01-08,13,51,1,4,1,26700,1
2015-01-08,13,27,1,1,1,42200,0
2015-01-08,13,27,1,1,1,42200,0
2015-01-08,13,31,1,1,3,35100,0
2015-01-08,13,38,1,1,1,32300,0
2015-01-08,13,38,1,1,1,32300,0
2015-01-08,13,55,1,1,1,49300,0
2015-01-08,13,21,1,1,2,1200,0
2015-01-08,13,25,2,1,1,18200,1
2015-01-08,13,39,2,1,1,40800,0
2015-01-08,13,29,2,1,3,19600,1
2015-01-08,13,54,2,3,1,46500,1
2015-01-08,13,54,2,3,1,46500,0
2015-01-08,13,59,2,2,1,21000,1
2015-01-08,13,67,2,1,1,60600,0
2015-01-08,13,67,2,1,1,60600,0
2015-01-08,13,46,2,2,1,42200,0
2015-01-08,13,56,2,4,1,28100,0
2015-01-08,13,56,2,4,1,28100,0
2015-01-08,13,31,2,2,1,49300,0
2015-01-08,13,47,2,2,1,58900,1
2015-01-08,13,46,2,3,1,66200,0
2015-01-08,13,49,2,3,1,36600,0
2015-01-08,13,31,2,3,2,16800,0
2015-01-08,13,67,2,1,1,11100,0
2015-01-08,13,26,1,2,1,35100,0
2015-01-08,13,23,1,1,1,52100,0
2015-01-08,13,23,1,1,1,52100,0
2015-01-08,13,38,2,2,1,13900,1
2015-01-08,13,21,2,1,1,54900,0
2015-01-08,13,32,2,2,1,50700,0
2015-01-08,14,66,1,2,1,28100,0
2015-01-08,14,67,2,3,1,11100,1
2015-01-08,14,42,2,5,1,13900,1
2015-01-08,14,44,1,5,1,35100,0
2015-01-08,14,40,2,1,1,1200,1
2015-01-08,14,54,1,5,2,22400,0
2015-01-08,14,54,1,5,2,22400,0
2015-01-08,14,59,2,3,1,23800,0
2015-01-08,14,59,2,3,1,23800,0
2015-01-08,14,48,1,3,1,16800,1
2015-01-08,14,69,2,3,1,38000,1
2015-01-08,14,63,1,3,1,21000,0
2015-01-08,14,63,1,3,1,21000,0
2015-01-08,14,57,2,2,1,13900,0
2015-01-08,14,63,1,3,1,21000,0
2015-01-08,14,78,1,2,1,71800,1
2015-01-08,14,45,2,3,1,26700,1
2015-01-08,14,72,1,3,1,39400,0
2015-01-08,14,72,1,3,1,39400,0
2015-01-08,14,43,1,5,1,40800,0
2015-01-08,14,44,1,3,3,38000,1
2015-01-08,14,44,1,3,3,38000,1
2015-01-08,14,55,1,2,3,176700,0
2015-01-08,14,44,1,2,1,62000,0
2015-01-08,14,44,1,2,1,63400,1
2015-01-08,14,67,1,2,1,15400,0
2015-01-08,14,32,1,1,1,36600,1
2015-01-08,14,50,2,2,1,36600,1
2015-01-08,14,38,1,1,1,46500,0
2015-01-08,14,60,2,4,1,8300,1
2015-01-08,14,79,1,1,1,5500,1
2015-01-08,14,63,2,4,1,40800,0
2015-01-08,14,38,1,2,1,32300,1
2015-01-08,14,75,1,2,1,29500,1
2015-01-08,14,33,1,1,1,36600,0
2015-01-08,14,41,2,1,1,60600,0
2015-01-08,14,41,2,1,1,60600,0
2015-01-08,14,37,1,2,2,64800,0
2015-01-08,14,38,2,1,1,22400,0
2015-01-08,14,38,2,3,3,15400,0
2015-01-08,14,38,2,3,3,15400,0
2015-01-08,14,36,2,1,2,29500,0
2015-01-08,14,22,1,1,1,26700,0
2015-01-08,14,53,2,2,1,26400,0
2015-01-08,14,21,2,1,2,36600,0
2015-01-08,14,22,2,1,2,42200,0
2015-01-08,14,22,2,1,2,42200,0
2015-01-08,14,22,1,1,1,23800,0
2015-01-08,14,22,2,1,3,25200,1
2015-01-08,14,23,2,2,1,23800,0
2015-01-08,14,23,2,2,1,23800,0
2015-01-08,14,27,2,1,1,23800,0
2015-01-08,14,27,2,1,1,23800,0
2015-01-08,14,33,2,2,1,29500,0
2015-01-08,14,21,2,3,1,38000,0
2015-01-08,14,20,2,1,1,19600,0
2015-01-08,14,24,1,1,1,32300,0
2015-01-08,14,29,2,1,1,15400,0
2015-01-08,14,47,2,1,1,33700,0
2015-01-08,14,23,1,3,1,35100,1
2015-01-08,14,54,2,5,1,9700,0
2015-01-08,14,62,1,4,1,23800,0
2015-01-08,14,31,1,3,1,23800,0
2015-01-08,14,31,1,3,1,23800,0
2015-01-08,14,53,2,1,1,4000,1
2015-01-08,14,35,2,1,1,9700,1
2015-01-08,14,43,2,1,1,35100,0
2015-01-08,14,43,2,1,1,35100,0
2015-01-08,14,63,1,2,1,32300,0
2015-01-08,14,45,2,3,1,59200,0
2015-01-08,14,43,1,4,1,41600,0
2015-01-08,14,35,1,1,2,56400,1
2015-01-08,14,67,2,1,1,11100,1
2015-01-08,14,20,2,1,1,46500,0
2015-01-08,14,20,2,1,1,46500,0
2015-01-08,14,31,2,1,1,25200,0
2015-01-08,14,25,1,1,2,22400,0
2015-01-08,14,20,2,2,2,25200,1
2015-01-08,14,20,2,2,2,25200,0
2015-01-08,14,20,2,2,2,25200,1
2015-01-08,14,34,1,1,2,67700,0
2015-01-08,15,41,1,2,1,38000,0
2015-01-08,15,52,2,4,3,22400,0
2015-01-08,15,69,2,2,1,22400,0
2015-01-08,15,44,2,1,1,15400,1
2015-01-08,15,40,2,5,1,5500,1
2015-01-08,15,64,1,1,1,38000,1
2015-01-08,15,71,1,2,1,22400,1
2015-01-08,15,47,2,1,2,2600,0
2015-01-08,15,46,1,1,1,36600,0
2015-01-08,15,42,1,1,1,30900,0
2015-01-08,15,47,1,3,1,15400,0
2015-01-08,15,63,1,2,1,9700,1
2015-01-08,15,67,2,4,1,28100,0
2015-01-08,15,37,2,2,2,5500,0
2015-01-08,15,37,2,2,2,5500,1
2015-01-08,15,40,1,2,3,13900,0
2015-01-08,15,40,1,2,3,13900,0
2015-01-08,15,83,2,1,3,30900,0
2015-01-08,15,31,2,1,1,25200,0
2015-01-08,15,34,2,1,1,35100,0
2015-01-08,15,32,1,2,1,39400,0
2015-01-08,15,32,2,1,1,18200,0
2015-01-08,15,32,2,1,1,30900,0
2015-01-08,15,32,2,1,1,30900,0
2015-01-08,15,37,2,3,1,36600,0
2015-01-08,15,37,2,3,1,36600,0
2015-01-08,15,36,2,2,1,29500,1
2015-01-08,15,20,2,1,1,11100,0
2015-01-08,15,20,2,1,1,11100,1
2015-01-08,15,20,2,1,1,11100,1
2015-01-08,15,21,1,1,3,36600,0
2015-01-08,15,29,2,1,1,25200,1
2015-01-08,15,54,2,1,1,9700,0
2015-01-08,15,48,1,1,1,26700,0
2015-01-08,15,20,2,1,3,9700,0
2015-01-08,15,20,2,1,3,9700,0
2015-01-08,15,51,2,1,1,33700,1
2015-01-08,15,21,1,1,1,15400,0
2015-01-08,15,21,1,1,1,15400,1
2015-01-08,15,21,1,1,1,15400,1
2015-01-08,15,23,2,1,1,9700,0
2015-01-08,15,23,2,1,1,9700,0
2015-01-08,15,20,2,3,1,23800,0
2015-01-08,15,20,2,3,1,23800,0
2015-01-08,15,21,2,1,3,22400,0
2015-01-08,15,21,1,1,1,32300,1
2015-01-08,15,48,2,4,1,23800,0
2015-01-08,15,48,2,4,1,23800,0
2015-01-08,15,22,2,1,1,4000,1
2015-01-08,15,27,2,1,1,36600,1
2015-01-08,15,25,1,1,1,32300,0
2015-01-08,15,54,2,5,1,4000,0
2015-01-08,15,62,2,1,1,18200,1
2015-01-08,15,53,2,1,1,32300,0
2015-01-08,15,22,1,1,1,25200,0
2015-01-08,15,23,1,1,1,19600,1
2015-01-08,15,47,2,4,1,38000,0
2015-01-08,15,22,1,3,1,28100,0
2015-01-08,15,49,1,2,3,30900,0
2015-01-08,15,53,2,3,1,21000,0
2015-01-08,15,24,2,1,1,19600,0
2015-01-08,15,39,2,4,1,11100,0
2015-01-08,15,34,2,2,1,1200,1
2015-01-08,15,44,2,2,1,6900,0
2015-01-08,16,66,2,3,1,23800,0
2015-01-08,16,66,2,3,1,23800,0
2015-01-08,16,78,1,1,1,38000,0
2015-01-08,16,45,1,3,3,38000,0
2015-01-08,16,49,2,4,1,25200,1
2015-01-08,16,68,1,2,1,18200,0
2015-01-08,16,87,1,1,1,26700,1
2015-01-08,16,72,1,1,1,28100,1
2015-01-08,16,43,2,4,1,8300,1
2015-01-08,16,58,2,3,1,21000,1
2015-01-08,16,76,1,2,1,35100,1
2015-01-08,16,53,1,2,1,9700,1
2015-01-08,16,40,1,5,1,39400,0
2015-01-08,16,40,1,5,1,39400,0
2015-01-08,16,61,2,5,1,15400,0
2015-01-08,16,40,2,4,1,8300,0
2015-01-08,16,43,2,1,1,16800,1
2015-01-08,16,47,1,5,1,11100,0
2015-01-08,16,47,1,5,1,11100,1
2015-01-08,16,30,2,1,1,26700,1
2015-01-08,16,48,1,4,3,28100,0
2015-01-08,16,33,1,1,1,35100,1
2015-01-08,16,48,2,2,3,33700,1
2015-01-08,16,48,2,2,3,33700,1
2015-01-08,16,35,2,3,1,38000,1
2015-01-08,16,43,2,4,1,36600,1
2015-01-08,16,43,2,4,1,36600,1
2015-01-08,16,65,2,2,1,11100,0
2015-01-08,16,47,1,2,3,40800,1
2015-01-08,16,69,2,2,1,5500,1
2015-01-08,16,32,2,1,1,23800,0
2015-01-08,16,34,1,1,1,28100,0
2015-01-08,16,25,2,1,1,32300,0
2015-01-08,16,29,1,1,1,21000,1
2015-01-08,16,52,2,1,1,5500,1
2015-01-08,16,27,2,1,1,12500,1
2015-01-08,16,22,1,1,1,18200,0
2015-01-08,16,24,1,1,1,23800,1
2015-01-08,16,67,1,3,1,29500,0
2015-01-08,16,20,1,1,2,18200,0
2015-01-08,16,29,2,1,2,28100,0
